,address,area,city,detail,children,comment_num,detail_url,groupon_num,lat,lng,overall_rating,tag,type,lat,lng,name,province,street_id,telephone,uid
10,青岛市城阳区正阳路1号,城阳区,青岛市,1,[],21,http://api.map.baidu.com/place/detail?uid=a2e0c096c3a683ce283a9f5f&output=html&source=placeapi_v2,,36.311147848563,120.44964720016,4.6,旅游景点;公园,scope,36.312616,120.448968,国学公园,山东省,a2e0c096c3a683ce283a9f5f,,a2e0c096c3a683ce283a9f5f
11,青岛市市北区四流南路7号,市北区,青岛市,1,[],100,http://api.map.baidu.com/place/detail?uid=251374c99036fe3ea11de9d7&output=html&source=placeapi_v2,,36.129377868197,120.37228877048,4.2,旅游景点;公园,scope,36.125833,120.377154,青岛北岭山森林公园,山东省,251374c99036fe3ea11de9d7,(0532)84851988,251374c99036fe3ea11de9d7
12,山东省青岛市胶州市香港路1号,胶州市,青岛市,1,[],67,http://api.map.baidu.com/place/detail?uid=4aeb07bf7899269f276e985e&output=html&source=placeapi_v2,,36.256842517077,120.08997607814,4.4,旅游景点;公园,scope,36.262567,120.099788,少海湿地公园,山东省,a8e9835d2e1c9466b04c497a,(0532)85269929,4aeb07bf7899269f276e985e
13,青岛市黄岛区珠海南路2号,黄岛区,青岛市,1,[],34,http://api.map.baidu.com/place/detail?uid=72e57fd7542825b6f9dc8583&output=html&source=placeapi_v2,,35.876235026216,119.99456577613,4.4,旅游景点;公园,scope,35.87405,119.993756,双珠公园,山东省,72e57fd7542825b6f9dc8583,(0532)86616650,72e57fd7542825b6f9dc8583
14,市南区湛山五路1号,市南区,青岛市,1,[],19,http://api.map.baidu.com/place/detail?uid=72aa2513d0443746077ce817&output=html&source=placeapi_v2,,36.050895530196,120.37147151009,4.8,旅游景点;其他,scope,36.049049,120.370079,太平角,山东省,72aa2513d0443746077ce817,,72aa2513d0443746077ce817
15,山东省青岛市市南区郧阳路7号,市南区,青岛市,1,[],9,http://api.map.baidu.com/place/detail?uid=c0cde50bd6ffad6f59bbbcfd&output=html&source=placeapi_v2,,36.068316679211,120.36913196322,4.7,旅游景点;植物园,scope,36.072218,120.365604,青岛植物园,山东省,c0cde50bd6ffad6f59bbbcfd,"(0532)83861179,(0532)83897907",c0cde50bd6ffad6f59bbbcfd
16,山东省青岛市崂山区山东头路38,崂山区,青岛市,1,[],,http://api.map.baidu.com/place/detail?uid=c1fc25c929df696b9e9d686c&output=html&source=placeapi_v2,,36.104185862909,120.46149130711,,旅游景点;公园,scope,36.104482,120.461583,创客公园,山东省,c1fc25c929df696b9e9d686c,,c1fc25c929df696b9e9d686c
17,山东省青岛市李沧区竹子庵公园(天水路北),李沧区,青岛市,1,[],11,http://api.map.baidu.com/place/detail?uid=dd610c27ac48e95d9e95def8&output=html&source=placeapi_v2,,36.209091757397,120.48706067604,4.8,旅游景点;公园,scope,36.210345,120.487833,竹子庵公园,山东省,dd610c27ac48e95d9e95def8,,dd610c27ac48e95d9e95def8
18,厦门路2号,胶州市,青岛市,1,[],17,http://api.map.baidu.com/place/detail?uid=85369400eb966eb09c09f7e3&output=html&source=placeapi_v2,,36.264994872829,120.04026719921,4.6,旅游景点;风景区,scope,36.266357,120.041434,三里河公园,山东省,85369400eb966eb09c09f7e3,,85369400eb966eb09c09f7e3
19,山东省青岛市即墨区正心大道,即墨区,青岛市,1,[],3,http://api.map.baidu.com/place/detail?uid=9fdfdb30782af6cda4c7562c&output=html&source=placeapi_v2,,,,5.0,旅游景点;公园,scope,36.385709,120.698609,滨海公园,山东省,,,9fdfdb30782af6cda4c7562c
,address,area,city,detail,children,comment_num,detail_url,lat,lng,overall_rating,price,tag,type,lat,lng,name,province,street_id,telephone,uid
0,太平路12号,市南区,青岛市,1,[],100,http://api.map.baidu.com/place/detail?uid=0b5d5a0fb93f76ee08a8d445&output=html&source=placeapi_v2,36.068062547969,120.3242009548,4.5,,旅游景点;公园,scope,36.067332,120.325857,栈桥公园,山东省,0b5d5a0fb93f76ee08a8d445,(0532)82884548,0b5d5a0fb93f76ee08a8d445
1,青岛市黄岛区武夷山路574号,黄岛区,青岛市,1,[],24,http://api.map.baidu.com/place/detail?uid=bba87388858967a1bca8226c&output=html&source=placeapi_v2,35.97210009006,120.19407387208,4.3,,旅游景点;公园,scope,35.970277,120.193637,马濠公园,山东省,bba87388858967a1bca8226c,,bba87388858967a1bca8226c
2,青岛市城阳区白沙河路299号城市阳光花园9-2-101,城阳区,青岛市,1,[],6,http://api.map.baidu.com/place/detail?uid=ee170aba7eef1aa3db1318f8&output=html&source=placeapi_v2,36.274044504767,120.42613385132,4.8,,旅游景点;公园,scope,36.274006,120.427997,白沙河运动公园,山东省,ee170aba7eef1aa3db1318f8,,ee170aba7eef1aa3db1318f8
3,烟青路557号,即墨区,青岛市,1,[],23,http://api.map.baidu.com/place/detail?uid=eb367503538ce71a00ec012b&output=html&source=placeapi_v2,36.390603322525,120.45835384127,4.1,,旅游景点;公园,scope,36.39093,120.457258,墨河公园,山东省,eb367503538ce71a00ec012b,(0532)88512892,eb367503538ce71a00ec012b
4,贵州路1,市南区,青岛市,1,[],9,http://api.map.baidu.com/place/detail?uid=79857b696afc2ab4f603b898&output=html&source=placeapi_v2,36.060466298217,120.3156534063,3.9,,旅游景点;其他,scope,36.059245,120.316143,八大峡,山东省,79857b696afc2ab4f603b898,,79857b696afc2ab4f603b898
5,青岛市莱西市文化路17号,莱西市,青岛市,1,[],37,http://api.map.baidu.com/place/detail?uid=db8fd3b349eb15d72fb17ee5&output=html&source=placeapi_v2,36.861601530952,120.53426442346,4.1,,旅游景点;公园,scope,36.864926,120.535245,月湖公园,山东省,db8fd3b349eb15d72fb17ee5,(0532)88485388,db8fd3b349eb15d72fb17ee5
6,山东省青岛市城阳区华中路6号,城阳区,青岛市,1,[],11,http://api.map.baidu.com/place/detail?uid=f110788c4c35cdad14948e07&output=html&source=placeapi_v2,36.276436336737,120.30099525403,4.8,,旅游景点;公园,scope,36.276407,120.302075,中国·青岛澜湾艺术公园,山东省,f110788c4c35cdad14948e07,(0532)68012163,f110788c4c35cdad14948e07
7,山东省青岛市胶州市福州北路57号,胶州市,青岛市,1,[],25,http://api.map.baidu.com/place/detail?uid=43da818b1d9bcb267adbd23d&output=html&source=placeapi_v2,36.293762492226,120.0283124875,4.2,,旅游景点;公园,scope,36.297213,120.026965,胶州公园,山东省,43da818b1d9bcb267adbd23d,(0532)87213435,43da818b1d9bcb267adbd23d
8,青岛市李沧区西流庄北村195号,李沧区,青岛市,1,[],5,http://api.map.baidu.com/place/detail?uid=a3e8341c4075bb944afd3f35&output=html&source=placeapi_v2,36.18430079611,120.407803763,3.0,,旅游景点;公园,scope,36.183747,120.408483,水上公园,山东省,a3e8341c4075bb944afd3f35,,a3e8341c4075bb944afd3f35
9,青岛市市南区观象二路21号,市南区,青岛市,1,[],54,http://api.map.baidu.com/place/detail?uid=8098edb09c33788008f5eb38&output=html&source=placeapi_v2,36.077010744919,120.33464501847,4.1,,旅游景点;公园,scope,36.07627,120.333262,观象山公园,山东省,8098edb09c33788008f5eb38,,8098edb09c33788008f5eb38
10,武胜关支路10号,市南区,青岛市,1,[],2,http://api.map.baidu.com/place/detail?uid=ce49d6ba60c44990940319cb&output=html&source=placeapi_v2,,,3.0,,旅游景点;公园,scope,36.059717,120.357644,八大关公园,山东省,ce49d6ba60c44990940319cb,,ce49d6ba60c44990940319cb
11,夏庄路126号,李沧区,青岛市,1,[],15,http://api.map.baidu.com/place/detail?uid=dfc496b6d40021ae8936ee3a&output=html&source=placeapi_v2,36.173818506491,120.43241766275,4.5,,旅游景点;公园,scope,36.173836,120.429075,李沧文化公园,山东省,dfc496b6d40021ae8936ee3a,,dfc496b6d40021ae8936ee3a
12,黄岛区森林景区内(公交站西野生动物园方向200米),黄岛区,青岛市,1,[],2,http://api.map.baidu.com/place/detail?uid=49a345d93806a57b246e98da&output=html&source=placeapi_v2,35.991846475503,120.06837582629,4.0,,旅游景点;植物园,scope,35.992285,120.068122,灵珠山植物园,山东省,,(0532)86835866,49a345d93806a57b246e98da
13,青岛市黄岛区漓江西路674号唐岛湾景区唐岛湾公园内,黄岛区,青岛市,1,[],4,http://api.map.baidu.com/place/detail?uid=203732f609110af40d0a7035&output=html&source=placeapi_v2,35.93725245748,120.21095545085,4.8,,旅游景点;公园,scope,35.938563,120.21073,唐岛湾南岸公园,山东省,203732f609110af40d0a7035,,203732f609110af40d0a7035
14,安徽路19号,市南区,青岛市,1,[],6,http://api.map.baidu.com/place/detail?uid=5ce2637d69871150ae31e517&output=html&source=placeapi_v2,36.071757931305,120.32834219081,3.0,,旅游景点;公园,scope,36.071658,120.328434,老舍公园,山东省,5ce2637d69871150ae31e517,,5ce2637d69871150ae31e517
15,山东省青岛市崂山区滨海公路燕石村,崂山区,青岛市,1,[],12,http://api.map.baidu.com/place/detail?uid=e9571e07214cc7e9c42ba1f4&output=html&source=placeapi_v2,36.242479810544,120.56860053912,4.0,,旅游景点;公园,scope,36.224172,120.56992,花花浪森林公园,山东省,e9571e07214cc7e9c42ba1f4,,e9571e07214cc7e9c42ba1f4
16,山东省青岛市城阳区正源路与科兴路交汇处,城阳区,青岛市,1,[],9,http://api.map.baidu.com/place/detail?uid=c6f7d21d7bf6fdb6cac3dbb6&output=html&source=placeapi_v2,36.329346889957,120.27754725512,3.1,68,旅游景点;公园,scope,36.331121,120.27538,青岛羊毛沟花海湿地公园,山东省,c6f7d21d7bf6fdb6cac3dbb6,(0532)87020888,c6f7d21d7bf6fdb6cac3dbb6
17,青岛市市南区京山路,市南区,青岛市,1,[],11,http://api.map.baidu.com/place/detail?uid=dffd46427a6369cc3d9a5eb1&output=html&source=placeapi_v2,36.075423433769,120.34753169071,4.6,,旅游景点;公园,scope,36.075969,120.349516,青岛山公园,山东省,dffd46427a6369cc3d9a5eb1,"(0532)82966624,(0532)82873567",dffd46427a6369cc3d9a5eb1
18,蓝鳌路1433号,即墨区,青岛市,1,[],7,http://api.map.baidu.com/place/detail?uid=79cceb3649ba6c881e58002b&output=html&source=placeapi_v2,36.396396754117,120.42991568698,3.2,,旅游景点;公园,scope,36.395575,120.429998,水上公园,山东省,79cceb3649ba6c881e58002b,,79cceb3649ba6c881e58002b
19,汉川路金玉花苑南侧,李沧区,青岛市,1,[],5,http://api.map.baidu.com/place/detail?uid=ce4b19f08466b36cd1f49ebd&output=html&source=placeapi_v2,36.17114547181,120.47575365698,4.4,,旅游景点;公园,scope,36.170759,120.475858,晟枫运动公园,山东省,ce4b19f08466b36cd1f49ebd,18678902382,ce4b19f08466b36cd1f49ebd
,address,area,city,detail,children,comment_num,detail_url,image_num,lat,lng,overall_rating,tag,type,lat,lng,name,province,street_id,telephone,uid
0,山东省青岛市平度市杭州路63号,平度市,青岛市,1,[],7,http://api.map.baidu.com/place/detail?uid=35debf29c4631f45a6da3943&output=html&source=placeapi_v2,,36.796898319869,119.9773109101,4.1,旅游景点;公园,scope,36.795553,119.977596,现河公园,山东省,35debf29c4631f45a6da3943,,35debf29c4631f45a6da3943
1,山东省青岛市市北区辽宁路280号,市北区,青岛市,1,[],100,http://api.map.baidu.com/place/detail?uid=f446091832b8e96bb11e36f6&output=html&source=placeapi_v2,,36.087927289482,120.34256350429,4.8,旅游景点;公园,scope,36.085984,120.343033,青岛贮水山儿童公园,山东省,f446091832b8e96bb11e36f6,,f446091832b8e96bb11e36f6
2,青岛市市北区康定路4号,市北区,青岛市,1,[],3,http://api.map.baidu.com/place/detail?uid=f757e6eea31fba16260bd0d7&output=html&source=placeapi_v2,,36.103398981564,120.36456132729,3.3,旅游景点;公园,scope,36.103838,120.362913,青岛市海泊河公园,山东省,f757e6eea31fba16260bd0d7,(0532)83716454,f757e6eea31fba16260bd0d7
3,山东省青岛市李沧区李村河公园(青岛恒星科技学院西),李沧区,青岛市,1,[],7,http://api.map.baidu.com/place/detail?uid=5e13c17dd7bf374e4afc8d74&output=html&source=placeapi_v2,,36.184988472409,120.49249931225,4.7,旅游景点;公园,scope,36.181505,120.492724,李村河公园,山东省,5e13c17dd7bf374e4afc8d74,,5e13c17dd7bf374e4afc8d74
4,青岛市胶州市福州南路华仁烟酒向西40米,胶州市,青岛市,1,[],,http://api.map.baidu.com/place/detail?uid=e67d045efea4ef28ab175ac9&output=html&source=placeapi_v2,,36.288854046692,120.03113192354,,旅游景点;公园,scope,36.290378,120.030541,鼎峰中央公园,山东省,e67d045efea4ef28ab175ac9,,e67d045efea4ef28ab175ac9
5,山东省青岛市黄岛区临港经济开发区水城水库北侧,黄岛区,青岛市,1,[],,http://api.map.baidu.com/place/detail?uid=df8a7d1f05c10b062e473302&output=html&source=placeapi_v2,29,35.949964795358,120.03905834589,4.2,旅游景点;其他,life,35.950721,120.03955,青岛香博园,山东省,df8a7d1f05c10b062e473302,(0532)83197170,df8a7d1f05c10b062e473302
6,青岛市莱西市,莱西市,青岛市,1,[],3,http://api.map.baidu.com/place/detail?uid=a27bc74cd8c6e8f171455b2a&output=html&source=placeapi_v2,,37.084656342966,120.29268370296,5.0,旅游景点;公园,scope,37.084659,120.292833,大青山-省级森林公园,山东省,,,a27bc74cd8c6e8f171455b2a
7,山东省青岛市崂山区崂山路1号石老人观光园旁,崂山区,青岛市,1,[],64,http://api.map.baidu.com/place/detail?uid=b9e5d0b828be4dbd81a12e62&output=html&source=placeapi_v2,,36.100955472515,120.51727194258,4.0,旅游景点;动物园,scope,36.101005,120.516851,东方熊牧场,山东省,b9e5d0b828be4dbd81a12e62,,b9e5d0b828be4dbd81a12e62
8,山东省青岛市平度市龙湾垂钓东北270米,平度市,青岛市,1,[],6,http://api.map.baidu.com/place/detail?uid=6cd9318a47797e2cce04ef82&output=html&source=placeapi_v2,,,,3.8,旅游景点;公园,scope,36.88866,120.009284,老龙湾公园,山东省,,,6cd9318a47797e2cce04ef82
9,青岛市市北区重庆南路,市北区,青岛市,1,[],4,http://api.map.baidu.com/place/detail?uid=2b9ddbeab14ef1ce14a19082&output=html&source=placeapi_v2,,36.122728838816,120.39388600492,4.5,旅游景点;其他,scope,36.121444,120.394883,双山,山东省,2b9ddbeab14ef1ce14a19082,,2b9ddbeab14ef1ce14a19082
10,市南区葵涌土洋东丽观海山庄6路5号(青医附院),市南区,青岛市,1,[],32,http://api.map.baidu.com/place/detail?uid=637df60a8b60577340afe617&output=html&source=placeapi_v2,,36.073508607717,120.33186667361,4.2,旅游景点;公园,scope,36.072958,120.331691,观海山公园,山东省,637df60a8b60577340afe617,,637df60a8b60577340afe617
11,青岛市即墨区盟旺路与黄甲山三路交汇处,即墨区,青岛市,1,[],3,http://api.map.baidu.com/place/detail?uid=b7021bf8054de3f9f4e73b7a&output=html&source=placeapi_v2,1,,,5.0,旅游景点;公园,scope,36.408981,120.523745,盟旺山,山东省,b7021bf8054de3f9f4e73b7a,,b7021bf8054de3f9f4e73b7a
12,文阳路与阜城路交界处,城阳区,青岛市,1,[],2,http://api.map.baidu.com/place/detail?uid=5dd61e8776904fc19b68b49f&output=html&source=placeapi_v2,,36.298352926158,120.417178058,5.0,旅游景点;公园,scope,36.297469,120.418163,城阳市民运动公园,山东省,5dd61e8776904fc19b68b49f,,5dd61e8776904fc19b68b49f
13,山东省青岛市李沧区夏庄路126号,李沧区,青岛市,1,[],100,http://api.map.baidu.com/place/detail?uid=f0419622a293da919c09f7b8&output=html&source=placeapi_v2,,,,4.2,旅游景点;公园,scope,36.173911,120.429173,利客来李村公园,山东省,f0419622a293da919c09f7b8,,f0419622a293da919c09f7b8
14,青岛市黄岛区西北部刘公岛路264号,黄岛区,青岛市,1,[],8,http://api.map.baidu.com/place/detail?uid=d6c5d9915f72a9eb30169b7e&output=html&source=placeapi_v2,,36.049446067716,120.21782118819,3.2,旅游景点;公园,scope,36.04768,120.217243,北海公园,山东省,d6c5d9915f72a9eb30169b7e,,d6c5d9915f72a9eb30169b7e
15,鹤山路附近,即墨区,青岛市,1,[],6,http://api.map.baidu.com/place/detail?uid=57dfd430a6da1432c056acaf&output=html&source=placeapi_v2,,36.404201764403,120.54737336792,5.0,旅游景点;公园,scope,36.406654,120.546176,龙泉湖公园,山东省,57dfd430a6da1432c056acaf,,57dfd430a6da1432c056acaf
16,青岛市胶州市,胶州市,青岛市,1,[],4,http://api.map.baidu.com/place/detail?uid=a3e8341c57b9a8964afd3f7b&output=html&source=placeapi_v2,,36.277173823714,120.09420234955,3.8,旅游景点;公园,scope,36.27185,120.094162,东湖公园,山东省,,,a3e8341c57b9a8964afd3f7b
17,崇明岛西路144号,黄岛区,青岛市,1,[],5,http://api.map.baidu.com/place/detail?uid=34e485081e602ce3d8d89163&output=html&source=placeapi_v2,,36.043774777924,120.21881953888,4.2,旅游景点;公园,scope,36.04299,120.218386,柳湖公园,山东省,34e485081e602ce3d8d89163,,34e485081e602ce3d8d89163
18,山东省青岛市市北区上饶路,市北区,青岛市,1,[],5,http://api.map.baidu.com/place/detail?uid=550fd5f95ebe8207931fc92f&output=html&source=placeapi_v2,,36.117778115886,120.37712001741,4.6,旅游景点;公园,scope,36.118249,120.380548,嘉定山公园,山东省,550fd5f95ebe8207931fc92f,,550fd5f95ebe8207931fc92f
19,青岛市黄岛区崇明岛东路147号,黄岛区,青岛市,1,[],22,http://api.map.baidu.com/place/detail?uid=2a080256518a950831f71d28&output=html&source=placeapi_v2,,36.049861099984,120.23112928878,4.3,旅游景点;公园,scope,36.05101,120.231602,海滨公园,山东省,2a080256518a950831f71d28,,2a080256518a950831f71d28
,address,area,city,detail,children,comment_num,detail_url,lat,lng,overall_rating,tag,type,lat,lng,name,province,street_id,telephone,uid
0,青岛市崂山区梅岭东路51号,崂山区,青岛市,1,[],8,http://api.map.baidu.com/place/detail?uid=18f989556cd2a4646f3e1b7b&output=html&source=placeapi_v2,36.106674521985,120.48069903273,2.8,旅游景点;公园,scope,36.10688,120.480807,足球公园,山东省,18f989556cd2a4646f3e1b7b,,18f989556cd2a4646f3e1b7b
1,山东省青岛市市南区延安路67号,市南区,青岛市,1,[],,http://api.map.baidu.com/place/detail?uid=706aee090281935b0bf5ebf8&output=html&source=placeapi_v2,36.069613705465,120.35094407756,,旅游景点;其他,scope,36.070023,120.351611,小西湖,山东省,706aee090281935b0bf5ebf8,,706aee090281935b0bf5ebf8
2,山东省青岛市城阳区,城阳区,青岛市,1,[],,http://api.map.baidu.com/place/detail?uid=0e81b89415faeaa9fea77871&output=html&source=placeapi_v2,,,0.0,旅游景点;公园,scope,36.22977,120.290923,青岛胶州湾国家级海洋公园,山东省,,,0e81b89415faeaa9fea77871
3,山东省青岛市李沧区永平路与四流北路交叉口南侧,李沧区,青岛市,1,[],10,http://api.map.baidu.com/place/detail?uid=35debf29c4a91f45a6da3935&output=html&source=placeapi_v2,36.20165216163,120.38740766813,4.5,旅游景点;公园,scope,36.203364,120.392334,楼山公园,山东省,35debf29c4a91f45a6da3935,,35debf29c4a91f45a6da3935
4,山东省青岛市平度市大沽河湿地公园,平度市,青岛市,1,[],,http://api.map.baidu.com/place/detail?uid=e56b803ab5d0ca0a2a3a9fb8&output=html&source=placeapi_v2,,,,旅游景点;公园,scope,36.483383,120.181864,大沽河湿地公园,山东省,,,e56b803ab5d0ca0a2a3a9fb8
5,山东省青岛市李沧区环湾路,李沧区,青岛市,1,[],2,http://api.map.baidu.com/place/detail?uid=d0798c51840d5fa022022067&output=html&source=placeapi_v2,36.210108893547,120.372208,3.0,旅游景点;公园,scope,36.200822,120.374238,白泥地公园,山东省,d0798c51840d5fa022022067,,d0798c51840d5fa022022067
6,山东省青岛市即墨区,即墨区,青岛市,1,[],,http://api.map.baidu.com/place/detail?uid=80dba946015d639eafee7a83&output=html&source=placeapi_v2,,,,旅游景点;公园,scope,36.364646,120.469834,即墨区环秀湖休闲体育公园,山东省,,,80dba946015d639eafee7a83
7,青岛市胶州市,胶州市,青岛市,1,[],,http://api.map.baidu.com/place/detail?uid=39a4c09c0897e91e26e0a0d1&output=html&source=placeapi_v2,36.303059793591,119.99703435471,,旅游景点;公园,scope,36.304285,119.998387,二里河公园,山东省,39a4c09c0897e91e26e0a0d1,,39a4c09c0897e91e26e0a0d1
8,市南区琴屿路,市南区,青岛市,1,[],69,http://api.map.baidu.com/place/detail?uid=e116be540264e67ac91b9517&output=html&source=placeapi_v2,36.059276132664,120.33478238376,4.4,旅游景点;公园,scope,36.059165,120.330705,小青岛公园,山东省,e116be540264e67ac91b9517,(0532)82863944,e116be540264e67ac91b9517
9,山东省青岛市李沧区汾阳路,李沧区,青岛市,1,[],5,http://api.map.baidu.com/place/detail?uid=35a4754b2b33c90843ab9aa3&output=html&source=placeapi_v2,36.201822521581,120.3840545344,4.2,旅游景点;公园,scope,36.201438,120.382131,烟墩山公园,山东省,35a4754b2b33c90843ab9aa3,,35a4754b2b33c90843ab9aa3
10,市南区太湖路19号,市南区,青岛市,1,[],5,http://api.map.baidu.com/place/detail?uid=fc00a704217a6e7016a190f6&output=html&source=placeapi_v2,36.085537067321,120.3960009278,4.2,旅游景点;公园,scope,36.085339,120.396213,八大湖公园,山东省,fc00a704217a6e7016a190f6,,fc00a704217a6e7016a190f6
11,滨海大道1388号,黄岛区,青岛市,1,[],14,http://api.map.baidu.com/place/detail?uid=d219bb1d1599848af50e7767&output=html&source=placeapi_v2,35.889974167375,120.07159030925,4.2,旅游景点;公园,scope,35.887922,120.073197,海滨公园,山东省,3d3388c7e6769bfd130daac7,,d219bb1d1599848af50e7767
12,青岛市城阳区华城路319号,城阳区,青岛市,1,[],,http://api.map.baidu.com/place/detail?uid=44ba524c641318f42a02e1e8&output=html&source=placeapi_v2,36.309020197563,120.39043126656,0.0,旅游景点;公园,scope,36.310271,120.389703,民生公园,山东省,44ba524c641318f42a02e1e8,,44ba524c641318f42a02e1e8
13,春阳路附近,城阳区,青岛市,1,[],,http://api.map.baidu.com/place/detail?uid=b974461ce04335bb9d9d68f5&output=html&source=placeapi_v2,,,,旅游景点;公园,scope,36.325133,120.442671,白云山公园,山东省,b974461ce04335bb9d9d68f5,,b974461ce04335bb9d9d68f5
14,山东省青岛市市南区莆田路6号,市南区,青岛市,1,[],16,http://api.map.baidu.com/place/detail?uid=6deee3082cc7fb6b29fc4811&output=html&source=placeapi_v2,36.079302909709,120.41810718796,4.4,旅游景点;公园,scope,36.078361,120.418133,辛家庄北山公园,山东省,6deee3082cc7fb6b29fc4811,,6deee3082cc7fb6b29fc4811
15,山东省青岛市即墨区,即墨区,青岛市,1,[],1,http://api.map.baidu.com/place/detail?uid=3ab1cd7b32c70a37fe0eb022&output=html&source=placeapi_v2,,,5.0,旅游景点;其他,scope,36.385185,120.699119,蓝谷滨海公园观海台,山东省,,,3ab1cd7b32c70a37fe0eb022
16,山东省青岛市城阳区河套街道红岛绿洲湿地公园,城阳区,青岛市,1,[],,http://api.map.baidu.com/place/detail?uid=6d99aef0372a49de43afe6e8&output=html&source=placeapi_v2,,,,旅游景点;公园,scope,36.215355,120.149341,红岛绿洲湿地公园,山东省,,,6d99aef0372a49de43afe6e8
17,青岛市城阳区南流路191号,城阳区,青岛市,1,[],1,http://api.map.baidu.com/place/detail?uid=373cf7576b132b6f4354d7e7&output=html&source=placeapi_v2,36.251934234235,120.40673726326,2.0,旅游景点;公园,scope,36.25165,120.408151,仙家寨公园,山东省,373cf7576b132b6f4354d7e7,,373cf7576b132b6f4354d7e7
18,青岛市胶州市兰州西路,胶州市,青岛市,1,[],3,http://api.map.baidu.com/place/detail?uid=3f826ed3ba277d44d0f49e86&output=html&source=placeapi_v2,36.286316124983,120.00194971358,4.3,旅游景点;公园,scope,36.287583,120.002919,西湖公园,山东省,3f826ed3ba277d44d0f49e86,(0532)87285704,3f826ed3ba277d44d0f49e86
19,山东省青岛市黄岛区横河公园(泊里一路北60米),黄岛区,青岛市,1,[],,http://api.map.baidu.com/place/detail?uid=57d4d705dc7963041f38942e&output=html&source=placeapi_v2,35.709112282882,119.77958352516,,旅游景点;公园,scope,35.710806,119.780726,泊里镇横河公园,山东省,,,57d4d705dc7963041f38942e
,address,area,city,detail,children,comment_num,detail_url,lat,lng,overall_rating,price,tag,type,lat,lng,name,province,street_id,telephone,uid
